,username,date,text,word_number,no_stop_words
552,P4tWei,2020-06-29 11:47:52,#Municipales2020 #Levallois Nous n'avons pas à rougir de notre score ni du formidable collectif #LevalloisiensEnsemble. Merci encore à @maudbregeon @2courson d'avoir porté cette union et aux 6000 Levalloisiens qui nous ont fait confiance dimanche. À très vite pr la suite ,25,"['municipales2020', 'levallois', 'rougir', 'score', 'ni', 'formidable', 'collectif', 'levalloisiensensemble', 'merci', 'encore', 'maudbregeon', '2courson', 'avoir', 'porté', 'cette', 'union', '6000', 'levalloisiens', 'fait', 'confiance', 'dimanche', 'très', 'vite', 'pr', 'suite']"
553,fabi1cazenave,2020-06-29 11:47:35,"Pendant les #Municipales2020, il y a eu les alliances anti-vélo. #PasClasse Puis il y a eu les perdants qui jouent à « oui mais l’abstention », comme à chaque élection. #PasClasse Et il y a ceux qui partent la tête haute. Merci @m_chamussy.",24,"['pendant', 'municipales2020', 'a', 'alliances', 'anti', 'vélo', 'pasclasse', 'puis', 'a', 'perdants', 'jouent', 'oui', 'abstention', 'comme', 'chaque', 'élection', 'pasclasse', 'a', 'ceux', 'partent', 'tête', 'haute', 'merci', 'm_chamussy']"
554,dobsky33,2020-06-29 11:47:35,"La ""Grenoblisation"" des grandes métropoles est en marche... La chance ! #bobos #Municipales2020",7,"['grenoblisation', 'grandes', 'métropoles', 'marche', 'chance', 'bobos', 'municipales2020']"
555,FMAGHREB2,2020-06-29 11:47:28,Certains confondent la réalité du terrain et l’effet loupe des réseaux sociaux... #Municipales2020 ou les raisons d’espérer ,11,"['certains', 'confondent', 'réalité', 'terrain', 'effet', 'loupe', 'réseaux', 'sociaux', 'municipales2020', 'raisons', 'espérer']"
556,lamiscarreb,2020-06-29 11:47:27,"Lors de la prise de parole victorieuse , chez Maider Arrostéguy, à Biarritz, tout le monde portait un #Masque. Pour cette attitude responsable, elle mérite d'être félicitée. Qui d'autre? #Municipales2020",20,"['lors', 'prise', 'parole', 'victorieuse', 'chez', 'maider', 'arrostéguy', 'biarritz', 'tout', 'monde', 'portait', 'masque', 'cette', 'attitude', 'responsable', 'mérite', 'être', 'félicitée', 'autre', 'municipales2020']"
557,Bob43411314,2020-06-29 11:47:02,"Mettre l'échec sur le compte d'une division interne, ça revient à dire que la prochaine fois - on fera encore plus d'alliances dans le dos des électeurs - on se mettra d'accord sur le partage des pots-de-vins https://www.francetvinfo.fr/elections/municipales/video-municipales-2020-nous-eprouvons-une-deception-declare-sibeth-ndiaye-au-soir-du-second-tour_4026193.html #Macronie, #Municipales2020 et #FoutageDeGueule",42,"['mettre', 'échec', 'compte', 'division', 'interne', 'ça', 'revient', 'dire', 'prochaine', 'fois', 'fera', 'encore', 'plus', 'alliances', 'dos', 'électeurs', 'mettra', 'accord', 'partage', 'pots', 'vins', 'https', 'www', 'francetvinfo', 'fr', 'elections', 'municipales', 'video', 'municipales', '2020', 'eprouvons', 'deception', 'declare', 'sibeth', 'ndiaye', 'soir', 'second', 'tour_4026193', 'html', 'macronie', 'municipales2020', 'foutagedegueule']"
558,zichert_ph,2020-06-29 11:46:52,"Vu devant la boulangerie, une célèbre sénatrice Marseillaise accueillant le nouveau comte de Felix Pyat. #Marseille2020 #Municipales2020 ",13,"['vu', 'devant', 'boulangerie', 'célèbre', 'sénatrice', 'marseillaise', 'accueillant', 'nouveau', 'comte', 'felix', 'pyat', 'marseille2020', 'municipales2020']"
559,MaximeLHERBAT,2020-06-29 11:46:49,"#Municipales2020 à #Paris : 590 929 votants en 2014, contre 416 841 en 2020, soit 174 088 votants en moins. Anne #Hidalgo a été élue en 2014 avec 305 681 voix, contre 224 790 en 2020, soit 80 891 voix de moins. Élue par 19,4% des électeurs parisiens seulement !",36,"['municipales2020', 'paris', '590', '929', 'votants', '2014', 'contre', '416', '841', '2020', '174', '088', 'votants', 'moins', 'anne', 'hidalgo', 'a', 'élue', '2014', '305', '681', 'voix', 'contre', '224', '790', '2020', '80', '891', 'voix', 'moins', 'élue', '19', '4', 'électeurs', 'parisiens', 'seulement']"
560,france_ame,2020-06-29 11:46:49,Irope icologie li verts Euwope ecowlogie les werts #LesVerts #Municipales2020,9,"['irope', 'icologie', 'li', 'verts', 'euwope', 'ecowlogie', 'werts', 'lesverts', 'municipales2020']"
561,JSE_ORG,2020-06-29 11:46:48, ¡Enhorabuena @Anne_Hidalgo por revalidar la alcaldía de París con una amplia victoria! Las parisinas y parisinos seguirán contando con una fantástica alcaldesa socialista. #Municipales2020 ,21,"['enhorabuena', 'anne_hidalgo', 'por', 'revalidar', 'alcaldía', 'parís', 'con', 'una', 'amplia', 'victoria', 'las', 'parisinas', 'parisinos', 'seguirán', 'contando', 'con', 'una', 'fantástica', 'alcaldesa', 'socialista', 'municipales2020']"
562,miraa_miraa07,2020-06-29 11:46:45, Après islamo gauchiste /raciste/fascisme / ect ect .. J'ai l'honneur de vous présenter la nouvelle étiquette : islamo-écologiste #Municipales2020,14,"['après', 'islamo', 'gauchiste', 'raciste', 'fascisme', 'ect', 'ect', 'honneur', 'présenter', 'nouvelle', 'étiquette', 'islamo', 'écologiste', 'municipales2020']"
563,SardineToto,2020-06-29 11:46:38,Et puis quoi encore maintenant ? ça reste des victoires locales qui n'auront jamais d'incidence sur la politique globale de notre pays. #Municipales2020 #EELV,15,"['puis', 'quoi', 'encore', 'maintenant', 'ça', 'reste', 'victoires', 'locales', 'jamais', 'incidence', 'politique', 'globale', 'pays', 'municipales2020', 'eelv']"
564,DewevreP,2020-06-29 11:46:35,La France n'est pas la poubelle du monde : expulsons les délinquants et criminels étrangers ! https://damocles.co/expulsion-delinquants-etrangers via @Damocles_fr #Municipales2020,16,"['france', 'poubelle', 'monde', 'expulsons', 'délinquants', 'criminels', 'étrangers', 'https', 'damocles', 'co', 'expulsion', 'delinquants', 'etrangers', 'via', 'damocles_fr', 'municipales2020']"
565,BeatriceBellay,2020-06-29 11:46:29,"Une magnifique image de joie pure après une bataillle longue,menée avec humanisme et exigence!Celle d’un socialiste accompagné d’1équipe guidée par la volonté 2créer des conditions de vie meilleures pour TOUS les audoniens!!! Bravo @karim_bouamrane #93represent #Municipales2020 ",26,"['magnifique', 'image', 'joie', 'pure', 'après', 'bataillle', 'longue', 'menée', 'humanisme', 'exigence', 'celle', 'socialiste', 'accompagné', '1équipe', 'guidée', 'volonté', '2créer', 'conditions', 'vie', 'meilleures', 'tous', 'audoniens', 'bravo', 'karim_bouamrane', '93represent', 'municipales2020']"
566,yeahremia,2020-06-29 11:46:26,"#Municipales2020 : À #Lyon, si l’on combine les 2 listes macronistes, celle soutenue par Collomb et la dissidente, partout les trotskistes verts sont battus. Pareil à #Marseille, LR + RN c’est 60% des voix. Il n’y a pas de vague écolo, c’est une arnaque démocratique absolue.",27,"['municipales2020', 'lyon', 'si', 'combine', '2', 'listes', 'macronistes', 'celle', 'soutenue', 'collomb', 'dissidente', 'partout', 'trotskistes', 'verts', 'battus', 'pareil', 'marseille', 'lr', 'rn', '60', 'voix', 'a', 'vague', 'écolo', 'arnaque', 'démocratique', 'absolue']"
567,Le_Progres,2020-06-29 11:46:23, #Municipales2020 : découvrez les dix images qu'il faut retenir dans la Loire ==&gt; https://c.leprogres.fr/politique/2020/06/29/elections-municipales-les-dix-images-qu-il-faut-retenir-dans-la-loire #loire,23,"['municipales2020', 'découvrez', 'dix', 'images', 'faut', 'retenir', 'loire', 'gt', 'https', 'leprogres', 'fr', 'politique', '2020', '06', '29', 'elections', 'municipales', 'dix', 'images', 'faut', 'retenir', 'loire', 'loire']"
568,realMirak,2020-06-29 11:46:21,Exclu: première consultation avec @manuelvalls pour @EmmanuelMacron en vue d'un possible remaniement. #Municipales2020 #Macronie #electionsMunicipales2020 #LaREM,12,"['exclu', 'première', 'consultation', 'manuelvalls', 'emmanuelmacron', 'vue', 'possible', 'remaniement', 'municipales2020', 'macronie', 'electionsmunicipales2020', 'larem']"
569,Ninaudienne,2020-06-29 11:46:07,"ATTENDEZ QUOI, MURGIA MAIRE DE BRIANÇON MAIS NOOOOOOOOOOOOON #Municipales2020 ",7,"['attendez', 'quoi', 'murgia', 'maire', 'briançon', 'nooooooooooooon', 'municipales2020']"
570,AlainBismuth,2020-06-29 11:45:26,Merci à @stephanegemmani pour les photos du jour Merci à @onoblecourt pour le #oliveGate Merci aux commerçants grenoblois pour votre objectivité sans faille. Et un grand MERCI pour mon meilleur arc éditorial à l'adjoint à la bagarre d'@EmilieCChalas. #Grenoble #Municipales2020,23,"['merci', 'stephanegemmani', 'photos', 'jour', 'merci', 'onoblecourt', 'olivegate', 'merci', 'commerçants', 'grenoblois', 'objectivité', 'sans', 'faille', 'grand', 'merci', 'meilleur', 'arc', 'éditorial', 'adjoint', 'bagarre', 'emiliecchalas', 'grenoble', 'municipales2020']"
571,lindependant,2020-06-29 11:45:23,"Elne : Nicolas Garcia retrouve la mairie https://www.lindependant.fr/2020/06/29/elne-nicolas-garcia-retrouve-la-mairie,8955721.php #Municipales2020 #Perpignan #Politique",22,"['elne', 'nicolas', 'garcia', 'retrouve', 'mairie', 'https', 'www', 'lindependant', 'fr', '2020', '06', '29', 'elne', 'nicolas', 'garcia', 'retrouve', 'mairie', '8955721', 'php', 'municipales2020', 'perpignan', 'politique']"
572,GrouikG,2020-06-29 11:45:16, EXCLUSIF : Les arbres de @Paris manifestent leur colère suite à l’élection d’@Anne_Hidalgo! #Municipales2020 #MunicipalesParis,10,"['exclusif', 'arbres', 'paris', 'manifestent', 'colère', 'suite', 'élection', 'anne_hidalgo', 'municipales2020', 'municipalesparis']"
573,latch2flipflop,2020-06-29 11:44:45,"On a tous entendu que Collomb avait perdu. S'il fallait en plus donner les résultats de tous les quartiers des grandes villes de France, la soirée des #Municipales2020 n'en finirait pas... ",17,"['a', 'tous', 'entendu', 'collomb', 'perdu', 'fallait', 'plus', 'donner', 'résultats', 'tous', 'quartiers', 'grandes', 'villes', 'france', 'soirée', 'municipales2020', 'finirait']"
574,ladepeche31,2020-06-29 11:44:40,"Toulouse : chez Archipel Citoyen, une défaite amère et le regret des ""attaques personnelles"" #municipales2020 ",10,"['toulouse', 'chez', 'archipel', 'citoyen', 'défaite', 'amère', 'regret', 'attaques', 'personnelles', 'municipales2020']"
575,LeclercErwan,2020-06-29 11:44:26,"Les résultats des élections #Municipales2020 sont tombés hier soir dans notre arrondissement : notre tête de liste, @SophieSegond, est élue au Conseil du 8e Même si nous aurions souhaité d’autres résultats, un grand merci à l’ensemble des électeurs pour leur confiance ! ",22,"['résultats', 'élections', 'municipales2020', 'tombés', 'hier', 'soir', 'arrondissement', 'tête', 'liste', 'sophiesegond', 'élue', 'conseil', '8e', 'si', 'souhaité', 'autres', 'résultats', 'grand', 'merci', 'ensemble', 'électeurs', 'confiance']"
576,diwasinta,2020-06-29 11:44:22,Un petit moment de prose après ce week-end haut en couleur Chez nos amis cafetiers une victoire des verres est attendue et souhaitable #Clowns #LaVieEstBelle #EELV #BuzzHein #LaRem #Santé #Municipales2020,22,"['petit', 'moment', 'prose', 'après', 'week', 'end', 'haut', 'couleur', 'chez', 'amis', 'cafetiers', 'victoire', 'verres', 'attendue', 'souhaitable', 'clowns', 'lavieestbelle', 'eelv', 'buzzhein', 'larem', 'santé', 'municipales2020']"
577,romain_gaspar,2020-06-29 11:44:21,#Municipales2020 : un renouvellement féminin pour les communes d’#outremer,5,"['municipales2020', 'renouvellement', 'féminin', 'communes', 'outremer']"
578,fredsoftway,2020-06-29 11:44:14,Message d'espoir après les #Municipales2020 ,4,"['message', 'espoir', 'après', 'municipales2020']"
579,euannettes,2020-06-29 11:44:12,"Goussainville Un maire élu fiché S. En même temps vu la ville et sa populasse, ça vous étonne ? Les cassos restent ensemble. C'est bien connu. Municipales2020",16,"['goussainville', 'maire', 'élu', 'fiché', 'temps', 'vu', 'ville', 'populasse', 'ça', 'étonne', 'cassos', 'restent', 'ensemble', 'bien', 'connu', 'municipales2020']"
580,Rue89Strasbourg,2020-06-29 11:44:06,#municipales2020 à #Strasbourg Retrouvez ci-dessous tous les résultats du second tour avec les détails par bureau de vote.,12,"['municipales2020', 'strasbourg', 'retrouvez', 'ci', 'dessous', 'tous', 'résultats', 'second', 'tour', 'détails', 'bureau', 'vote']"
581,Rue89Strasbourg,2020-06-29 11:44:06,"#Municipales2020 à #Strasbourg : 41,71% pour Jeanne Barseghian https://bit.ly/2VsFwnb",10,"['municipales2020', 'strasbourg', '41', '71', 'jeanne', 'barseghian', 'https', 'bit', 'ly', '2vsfwnb']"
582,LyschaRetour,2020-06-29 11:43:59,"Surtout qui dit Mairies, dit Sénat... le seul semblant de contrepouvoir restant... #Municipales2020 #IslamoGauchos #RIPFrance",12,"['surtout', 'dit', 'mairies', 'dit', 'sénat', 'seul', 'semblant', 'contrepouvoir', 'restant', 'municipales2020', 'islamogauchos', 'ripfrance']"
583,jakho35,2020-06-29 11:43:43,Tous ces bobos qui ont acheté des produits chez le petit producteur pdt le confinement et qui sont retournés ds les supermarchés ont bien voté vert #Municipales2020 #frenchparadox,17,"['tous', 'bobos', 'acheté', 'produits', 'chez', 'petit', 'producteur', 'pdt', 'confinement', 'retournés', 'ds', 'supermarchés', 'bien', 'voté', 'vert', 'municipales2020', 'frenchparadox']"
584,gabriellecluzel,2020-06-29 11:43:33,"Une #vagueverte (comme ils disent) dans les grandes métropoles... moins on connaît la nature, plus on vote écolo. La France rurale, elle, qui a les pieds dans la terre ne se sent rien de commun avec cette « écologeoisie » hors-sol et urbaine #Municipales2020",25,"['vagueverte', 'comme', 'disent', 'grandes', 'métropoles', 'moins', 'connaît', 'nature', 'plus', 'vote', 'écolo', 'france', 'rurale', 'a', 'pieds', 'terre', 'sent', 'rien', 'commun', 'cette', 'écologeoisie', 'hors', 'sol', 'urbaine', 'municipales2020']"
585,MBeezbiz,2020-06-29 11:43:28,"Goussainville Un maire élu fiché S. En même temps vu la ville et sa populasse, ça vous étonne ? Les cassos restent ensemble. C'est bien connu. Municipales2020",16,"['goussainville', 'maire', 'élu', 'fiché', 'temps', 'vu', 'ville', 'populasse', 'ça', 'étonne', 'cassos', 'restent', 'ensemble', 'bien', 'connu', 'municipales2020']"
586,tom_vert,2020-06-29 11:43:23,"""Succès"" flagrant de #LaREM &amp; Co aux #Municipales2020 ! Pas sûr, ""Y'a comme un défaut"" ! Et aussi pour continuer de paraphraser l'humoriste #Fernand_Raynaud (1926-1973), l'#outrecuidance, ""Ça eut payé... mais ça paye plus !""",23,"['succès', 'flagrant', 'larem', 'amp', 'co', 'municipales2020', 'sûr', 'a', 'comme', 'défaut', 'aussi', 'continuer', 'paraphraser', 'humoriste', 'fernand_raynaud', '1926', '1973', 'outrecuidance', 'ça', 'payé', 'ça', 'paye', 'plus']"
587,ClimatiseurMSK,2020-06-29 11:43:21,Un fiché S maire d'une ville ! on a qu'a nommé cohen bendit ministre de l'education aussi #Municipales2020 #Goussainville #gouvernement,14,"['fiché', 'maire', 'ville', 'a', 'a', 'nommé', 'cohen', 'bendit', 'ministre', 'education', 'aussi', 'municipales2020', 'goussainville', 'gouvernement']"
588,zwaw_,2020-06-29 11:43:09,#Municipales2020 mon humeur pour relativiser les emballements ,4,"['municipales2020', 'humeur', 'relativiser', 'emballements']"
589,RamachandraOS,2020-06-29 11:43:01,"À noter, élections de 4 femmes comme maires, notamment dans les plus grandes communes de La Réunion (et des Outre-mer) : les députées @ebareigts à Saint-Denis (le chef-lieu) et @HuguetteBello à Saint-Paul - deux villes de plus de 100 000 habitants. #Municipales2020 #Team974",30,"['noter', 'élections', '4', 'femmes', 'comme', 'maires', 'notamment', 'plus', 'grandes', 'communes', 'réunion', 'outre', 'mer', 'députées', 'ebareigts', 'saint', 'denis', 'chef', 'lieu', 'huguettebello', 'saint', 'paul', 'deux', 'villes', 'plus', '100', '000', 'habitants', 'municipales2020', 'team974']"
590,O_palerider,2020-06-29 11:42:57,"#Municipales2020 La synthèse de @BenjaminSire en 10 points : claire, pertinente et sans démagogie. #PasMieux",10,"['municipales2020', 'synthèse', 'benjaminsire', '10', 'points', 'claire', 'pertinente', 'sans', 'démagogie', 'pasmieux']"
591,DanielDupeuple,2020-06-29 11:42:57,"Antoine Boudinet, à la mairie de Bordeaux... #GiletsJaunes #Municipales2020 Article : https://www.facebook.com/danieldupeuple.fr/",13,"['antoine', 'boudinet', 'mairie', 'bordeaux', 'giletsjaunes', 'municipales2020', 'article', 'https', 'www', 'facebook', 'com', 'danieldupeuple', 'fr']"
592,lemondefr,2020-06-29 11:42:56,#Municipales2020 : un renouvellement féminin pour les communes d’outre-mer ,6,"['municipales2020', 'renouvellement', 'féminin', 'communes', 'outre', 'mer']"
593,Jay_Lcx,2020-06-29 11:42:52,Poussée des #Verts et non un tsunami #Municipales2020 ,5,"['poussée', 'verts', 'non', 'tsunami', 'municipales2020']"
594,JeanLouisBinick,2020-06-29 11:42:48,"Pas de #vagueverte dans @Les_Yvelines mais une entrée significative de #LREM avec ou sans alliance (ouvertement indiquée) : Lévis Saint-Nom,@MesnilStDenis, @StRemyChevreuse et d’autres... #Municipales2020 #NouveauMonde – at Espace Jean Racine",21,"['vagueverte', 'les_yvelines', 'entrée', 'significative', 'lrem', 'sans', 'alliance', 'ouvertement', 'indiquée', 'lévis', 'saint', 'nom', 'mesnilstdenis', 'stremychevreuse', 'autres', 'municipales2020', 'nouveaumonde', 'at', 'espace', 'jean', 'racine']"
595,CwDubois,2020-06-29 11:42:48,#Municipales2020 il y a des enseignements societaux majeurs à tirer de l’#Abstention lors de ces élections,9,"['municipales2020', 'a', 'enseignements', 'societaux', 'majeurs', 'tirer', 'abstention', 'lors', 'élections']"
596,lecho_yvelines,2020-06-29 11:42:48, #Municipales2020 : à quoi peut-on s'attendre après la victoire de Véronique Matillon à #Rambouillet ? ,9,"['municipales2020', 'quoi', 'peut', 'attendre', 'après', 'victoire', 'véronique', 'matillon', 'rambouillet']"
597,Olivier16254379,2020-06-29 11:42:45,Ces #Municipales2020 ont prouvées 2choses Les verts gagnent aux élections où les gens ne votent pas (abstention record) Ils gagnent dans les grandes villes (L'écologie = truc de #bobos urbains a velo déconnecté des vrais préoccupations de la majorité des français) #vagueverte,26,"['municipales2020', 'prouvées', '2choses', 'verts', 'gagnent', 'élections', 'où', 'gens', 'votent', 'abstention', 'record', 'gagnent', 'grandes', 'villes', 'écologie', 'truc', 'bobos', 'urbains', 'a', 'velo', 'déconnecté', 'vrais', 'préoccupations', 'majorité', 'français', 'vagueverte']"
598,bertrandpiccard,2020-06-29 11:42:36,"Suite aux #Municipales2020 et à la Convention citoyenne, la configuration est idéale pour la France et pour l’écologie, #vagueverte #GreenWave. Je réponds aux questions de @MattBelliard sur @Europe1. (1/2)",16,"['suite', 'municipales2020', 'convention', 'citoyenne', 'configuration', 'idéale', 'france', 'écologie', 'vagueverte', 'greenwave', 'réponds', 'questions', 'mattbelliard', 'europe1', '1', '2']"
599,Gallieni_57,2020-06-29 11:42:23," c'est plus parlant avec 25,02 % des inscrits et 54,28% d'#Abstention #chatillon #Municipales2020 #politique #HautsdeSeine @AzzazNadege #NadegeAzzaz",14,"['plus', 'parlant', '25', '02', 'inscrits', '54', '28', 'abstention', 'chatillon', 'municipales2020', 'politique', 'hautsdeseine', 'azzaznadege', 'nadegeazzaz']"
600,CapitalInfos,2020-06-29 11:42:14," #Municipales2020 Hier, les élections municipales ont été marquées par un fort taux d'abstention (60%) et une #vagueverte suite à la victoire des candidats écologistes dans les grandes villes.",16,"['municipales2020', 'hier', 'élections', 'municipales', 'marquées', 'fort', 'taux', 'abstention', '60', 'vagueverte', 'suite', 'victoire', 'candidats', 'écologistes', 'grandes', 'villes']"
601,catalindone,2020-06-29 11:42:13,La victoire de la gauche unie aux #Municipales2020 en #France laisse les partis libéraux-conservateurs sans capacité d'action. Le @enmarchefr et @lesRepublicains devront mettre en œuvre des politiques cohérentes pour combler l'écart. #maréevert #vert #Municipales28juin,24,"['victoire', 'gauche', 'unie', 'municipales2020', 'france', 'laisse', 'partis', 'libéraux', 'conservateurs', 'sans', 'capacité', 'action', 'enmarchefr', 'lesrepublicains', 'devront', 'mettre', 'œuvre', 'politiques', 'cohérentes', 'combler', 'écart', 'maréevert', 'vert', 'municipales28juin']"
602,arbussier,2020-06-29 11:42:06,Vertigineux... #Municipales2020 ,2,"['vertigineux', 'municipales2020']"
603,nedelecyohann,2020-06-29 11:42:05,"« Le Parti socialiste sort indéniablement revigoré de ce second tour des municipales. En gardant toutes ses métropoles et en en gagnant quelques nouvelles, les socialistes obtiennent de meilleurs résultats que ceux qu’ils espéraient » #Municipales2020 ",21,"['parti', 'socialiste', 'sort', 'indéniablement', 'revigoré', 'second', 'tour', 'municipales', 'gardant', 'toutes', 'métropoles', 'gagnant', 'quelques', 'nouvelles', 'socialistes', 'obtiennent', 'meilleurs', 'résultats', 'ceux', 'espéraient', 'municipales2020']"
604,bellefleurp,2020-06-29 11:41:52,Les #Municipales2020 résumées en une vidéo @EELV,4,"['municipales2020', 'résumées', 'vidéo', 'eelv']"
605,ChauvelMichele,2020-06-29 11:41:49,"@yjadot n'est ni de gauche, ni modeste, c'est un opportuniste, il tire la couverture, CQFD. Absent dans nos campagnes, présent dans les villes grâce à un électorat de gauche, où est la crédibilité @EELV. La bonne nouvelle c'est la déroute LREM #Municipales2020 ",24,"['yjadot', 'ni', 'gauche', 'ni', 'modeste', 'opportuniste', 'tire', 'couverture', 'cqfd', 'absent', 'campagnes', 'présent', 'villes', 'grâce', 'électorat', 'gauche', 'où', 'crédibilité', 'eelv', 'bonne', 'nouvelle', 'déroute', 'lrem', 'municipales2020']"
606,nur1frage23,2020-06-29 11:41:26,"Suite à la débacle aux #Municipales2020 B Griveaux prend la BIDT en main, A Buzyn postule chez Costa Concordia pour un poste de capitaine et B Poirson regrette de ne pouvoir poser ses couilles sur la table. Le Royaume d'Emmanuel Macron est vraiment un monde à part.",29,"['suite', 'débacle', 'municipales2020', 'b', 'griveaux', 'prend', 'bidt', 'main', 'a', 'buzyn', 'postule', 'chez', 'costa', 'concordia', 'poste', 'capitaine', 'b', 'poirson', 'regrette', 'pouvoir', 'poser', 'couilles', 'table', 'royaume', 'emmanuel', 'macron', 'vraiment', 'monde', 'part']"
607,LucLeGarsmeur,2020-06-29 11:41:12,"Avec la #vagueverte lors des #Municipales2020, la France atteint à peu près le degré de division territoriale et l'opposition métropoles-campagnes du Royaume-Uni. Ne perdons pas espoir: là-bas, cette division a mené à la sortie de l'#UE! #ecologistes #Brexit #frexit",28,"['vagueverte', 'lors', 'municipales2020', 'france', 'atteint', 'peu', 'près', 'degré', 'division', 'territoriale', 'opposition', 'métropoles', 'campagnes', 'royaume', 'uni', 'perdons', 'espoir', 'là', 'bas', 'cette', 'division', 'a', 'mené', 'sortie', 'ue', 'ecologistes', 'brexit', 'frexit']"
608,ClashingHugo,2020-06-29 11:41:02,"#Goussainville Un maire élu fiché S. En même temps vu la ville et sa populasse, ça vous étonne ? Les cassos restent ensemble. C'est bien connu. #Municipales2020",16,"['goussainville', 'maire', 'élu', 'fiché', 'temps', 'vu', 'ville', 'populasse', 'ça', 'étonne', 'cassos', 'restent', 'ensemble', 'bien', 'connu', 'municipales2020']"
609,JACousin,2020-06-29 11:40:54,#EELV n’a pourtant pas caché son projet #écologIslamiste. #Municipales2020 ,7,"['eelv', 'a', 'pourtant', 'caché', 'projet', 'écologislamiste', 'municipales2020']"
610,seblamour1,2020-06-29 11:40:53,"Derrière le vert clair de l'écologie, se tiens en embuscade le vert foncé de l'Islam. #electionsMunicipales2020 #Municipales2020 #Municipales #EELV",13,"['derrière', 'vert', 'clair', 'écologie', 'tiens', 'embuscade', 'vert', 'foncé', 'islam', 'electionsmunicipales2020', 'municipales2020', 'municipales', 'eelv']"
611,MorganeRivoal,2020-06-29 11:40:42,"So happy and proud to see the amazing and visionary @Anne_Hidalgo being re-elected as Mayor of Paris. Along with other ecologist&amp; socialist women in Marseille, Lille, Nantes etc. They drive the transition towards greener &amp; + inclusive cities.Thank you! #Municipales2020 ",41,"['so', 'happy', 'and', 'proud', 'to', 'see', 'the', 'amazing', 'and', 'visionary', 'anne_hidalgo', 'being', 're', 'elected', 'mayor', 'of', 'paris', 'along', 'with', 'other', 'ecologist', 'amp', 'socialist', 'women', 'in', 'marseille', 'lille', 'nantes', 'etc', 'they', 'drive', 'the', 'transition', 'towards', 'greener', 'amp', 'inclusive', 'cities', 'thank', 'you', 'municipales2020']"
612,Abdokro,2020-06-29 11:40:25,"#Municipales2020 : suite à sa cuisante défaite à Lyon, Gérard Collomb aurait été élevé par la Belgique au prestigieux rang honorifique de Chevalier du Seum. Ce titre lui sera prochainement remis par le sportif Thibaut Courtois lors d'une cérémonie au Palais Royal. ",24,"['municipales2020', 'suite', 'cuisante', 'défaite', 'lyon', 'gérard', 'collomb', 'élevé', 'belgique', 'prestigieux', 'rang', 'honorifique', 'chevalier', 'seum', 'titre', 'prochainement', 'remis', 'sportif', 'thibaut', 'courtois', 'lors', 'cérémonie', 'palais', 'royal']"
613,LeDL_Grenoble,2020-06-29 11:40:00,#Municipales2020 Philippe Lorimier reste maire de #Crolles grâce à la droite,8,"['municipales2020', 'philippe', 'lorimier', 'reste', 'maire', 'crolles', 'grâce', 'droite']"
614,beaunnyn,2020-06-29 11:39:55,#Municipales2020#Bravo pour la distanciation sociale et les gestes barrières !!!!!!,6,"['municipales2020', 'bravo', 'distanciation', 'sociale', 'gestes', 'barrières']"
615,Jean__Fabien,2020-06-29 11:39:37,"Au restaurant, la serveuse me propose de la tarte à la civette. Je lui demande si c'est de la Civette Ndiaye. ... Flop intégral. #Municipales2020",12,"['restaurant', 'serveuse', 'propose', 'tarte', 'civette', 'demande', 'si', 'civette', 'ndiaye', 'flop', 'intégral', 'municipales2020']"
616,UnSisyphe,2020-06-29 11:39:36,@EmmanuelMacron s'est fait démonter sévère #Municipales2020 #EnMarche #Macron #LaREM #LREM,9,"['emmanuelmacron', 'fait', 'démonter', 'sévère', 'municipales2020', 'enmarche', 'macron', 'larem', 'lrem']"
617,delespierreben,2020-06-29 11:39:02,Après avoir permis la réélection de Fouré-Gest en n’allant pas aux #Municipales2020 @barbarapompili⁩ s’attaque au géant Amazon. #Je ne change rien à Amiens mais je vais changer le monde.,18,"['après', 'avoir', 'permis', 'réélection', 'fouré', 'gest', 'allant', 'municipales2020', 'barbarapompili', 'attaque', 'géant', 'amazon', 'change', 'rien', 'amiens', 'vais', 'changer', 'monde']"
618,ClemLeBaroudeur,2020-06-29 11:38:59,15% de participation à @villederueil ?!!! Flippant...!! #Municipales2020 ,5,"['15', 'participation', 'villederueil', 'flippant', 'municipales2020']"
619,erichacquemand,2020-06-29 11:38:54,"Exemples concrets: Martine Aubry, Stephane Le Foll, François Rebsamen. #municipales2020 @sylviazappi",10,"['exemples', 'concrets', 'martine', 'aubry', 'stephane', 'foll', 'françois', 'rebsamen', 'municipales2020', 'sylviazappi']"
620,RBoudjeriou,2020-06-29 11:38:45,"La faute à qui ?! La démocratie française est dans une situation macronienne d'où ce profond malaise ""civique"" #GiletsJaunes #Municipales2020 #Paris #soignants #TraduisonsLes",14,"['faute', 'démocratie', 'française', 'situation', 'macronienne', 'où', 'profond', 'malaise', 'civique', 'giletsjaunes', 'municipales2020', 'paris', 'soignants', 'traduisonsles']"
621,alexsxfr,2020-06-29 11:38:38,Confirmation que c'est une poussée mais pas un raz de marée vert. Seules 10 des 236 villes de plus de 30.000 habitants ont été conquises par EELV. Via le Monde #Municipales2020 ,18,"['confirmation', 'poussée', 'raz', 'marée', 'vert', 'seules', '10', '236', 'villes', 'plus', '30', '000', 'habitants', 'conquises', 'eelv', 'via', 'monde', 'municipales2020']"
